"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.0,1,"2016-04-11 03:33:59","","W.139th St",40.8157,-73.9368,1850,"34 W.139th St","low",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-29 03:28:12","Heaven on the Hudson!  This phenomenal one-bedroom home features a private balcony; nearly 300 sq ft of open living/dining space; a separate chef's kitchen with stainless steel appliances, including a dishwasher & microwave; a queen-sized bedroom with WalkIn closet; additional coat and linen closets in the hallway; sweeping City views & incredible light; beautiful hardwood floors and condo-style finishes throughout.<br /><br />The building boasts some of the best amenities in the area, including: a full-time doorman and a concierge; a laundry room and on-site dry cleaners; a state-of-the-art fitness; a tenants' lounge; a business center and a gorgeous roof deck!<br /><br />Located in the bustling new Hudson Yards area of City -- chic Chelsea is just to the south and trendy Hell's Kitchen to the north -- world-class dining, vibrant nightlife and unique shopping are all right outside your door; not to mention the historic Highline and Hudson River Greenway. Practically every train in the City is also near-by, should you ever find the need to leave your fabulous neighborhood.*Please note: the unit is currently occupied, so the photos are of a model unit in the building.  The floorplan is of the actual unit for rent.<br /><br />Call Carrie today to make this amazing space your new home for NO FEE!*Please note: price is net-effective with one month free<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ","W 37th St.",40.7568,-73.9982,3200,"505 W 37th St.","low",1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
1.0,1,"2016-04-02 01:18:04","Doorman/Elevator Building With On Site Fitness Room and Laundry. Large Living Room, Walk In Closets, Renovated Kitchen And Bathroom, Strip Wood Floors. ","Amsterdam Avenue",40.7976,-73.968,3350,"850 Amsterdam Avenue","low",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-28 01:39:53","This is a large pre-war, Jr. One bedroom with full-sized appliances. High ceilings and hardwood floors. The current lease is rent stabilized, making this the best deal on the market.<br /><br />Note: this is a lease-break with the current tenant in place, so the photos are of another unit in the building and are representative of the same apartment. The landlord is offering a new lease beginning on May 15. ","East 87th Street",40.7801,-73.9544,1893,"163 East 87th Street","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-10 02:10:12","Fully equipped gourmet kitchen with stainless steel appliances and washer/dryer.  The floor to ceiling windows brighten up the whole space, while the spacious walk-in closets provide plenty of storage.As a resident of these New York apartments, you'll have covered garage parking for your vehicles and you'll have access to all the amenities available. You can enjoy the landscaped back courtyard or sundeck with gas barbecue grill in the spring and summer and lounge in the resident only billiard room year round. Whenever you need to get your blood pumping, head over to the state of the art fitness center, just steps from the apartments, for a run or a few weight-training sets. There are shops and restaurants in the community, so you won't have to go very far from the apartments for a quick bite to eat or if you need something in hurry.Pet Friendly!<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Hilah Hadaway Williams for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","East 1st Street",40.7248,-73.9922,5805,"11 East 1st Street","low",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-30 03:33:25","This palatial home in Murray Hill boasts all the features that you would be looking for in a 2 bedroom apartment. At the price of $5,500/month this apartment is priced to move. Nestled in a pristine doorman pre war on a lovely tree lined street. Enjoy the convenience of having laundry on site, transportation and great restaurants and shops close by. In addition this building is pet friendly.<br /><br />The apartment features charming oak flooring, crown and baseboard moldings. A massive  living area and dining area. A king size master bedroom and a queen size bedroom with great closet space. Beautifully tiled marble bathroom. A separate kitchen with stainless steel appliances, dishwasher and microwave. Best of all a private terrace for your outdoor pleasure. <br /><br />Call or email today to schedule an appointment for a showing.<br /><br />kagglemanager@renthop.com<br /><br />Cell: 228-732-4769<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 38 Street",40.7488,-73.977,5500,"137 E 38 Street","medium",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,2,"2016-04-03 03:24:24","Call/Text JOHN @ kagglemanager@renthop.com: West 107th Street between Amsterdam Avenue and BroadwaySubways: 1WHAT TO LOOK FOR* High ceilings* Great natural light* Open concept kitchen* Large living area* Stainless steel appliances* Hardwood floor* Dishwasher* Washer/DryerTHE BUILDING* Pets welcome* On-site super* Elevator* Laundry Room * Storage available NO FEE! Click or Call- We do it all!Call/Text JOHN @ kagglemanager@renthop.com? No trouble. We at BOHEMIA like to share the PIE; I can show you ANYTHING on our site OR see my other listings at website_redacted does it better - Call John... For your Real Estate Home","West 107th Street",40.8015,-73.9668,3600,"230 West 107th Street","low",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-06-28 02:22:42","What a deal! Two room studio in a charming building in the heart of Murray Hill close to the 6 train, great restaurants, and awesome nightlife. This apartment features an enormous great room that can easily be partitioned into a sleeping area and a living area. With a decorative fireplace, hardwood floors, high ceilings, and great light, this space is full of light and full of charm. The kitchen is in its own separate WINDOWED ROOM and boasts space for a table if you'd like. One of the last remaining downtown deals at only $2,000 a month, this is an apartment you don't want to miss out on. Call or email to see it today!<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Erica Geller for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","149 East 36th Street",40.7475,-73.9779,2000,"149 East 36th Street","high",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,2,"2016-04-06 07:37:06","This Beautiful Flex 2 apartment is located in MURRAY HILL, a very SPACIOUS living room, beautiful kitchen FULLY equipped with stainless steel appliances, huge windows allowing natural sunlight.<br /><br />Easy access to the 6 subway, Grand Central Station, Midtown tunnel, restaurants, shops and MORE<br /><br />For a Private Viewing Call Jamie Fields 032-568-9993 or email kagglemanager@renthop.com** If this apartment is not right for you, no worries your favorite agent to the rescue!!!! I have access to apartments all over New York City !!<br /><br /><p><a  website_redacted ","East 34th Street",40.7465,-73.9803,2900,"120 East 34th Street","high",1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,"2016-04-21 06:21:04","1 MONTH FREE FOR A LIMITED TIME, net effective price shown, gross rent = $5,195~IN UNIT W/D~2 FULL BATHS~DOORMAN~ROOF DECK~GYM...Come view this modern 2 bedroom/convertible 3 bed home which features hardwood strip floors, high ceilings, floor to ceiling windows, abundant closet storage, queen/king sized bedrooms, in unit washer/dryer, 2 full marble baths, a full kitchen with stainless steel appliances including dishwasher and a large living room which can easily convert to a 3rd bedroom!!...I take great pride in showing all the best options that will fit your needs and budget.  Allow me to be your one stop guide to finding your next dream home!..Dave kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","West 37th Street",40.7548,-73.9944,4795,"350 West 37th Street","low",1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-19 02:56:53","Welcome to this building that stands next to historic Battery Park but close enough to the Fulton station with all the main trains. Featuring a sensational waterfront Esplanade, it is the perfect setting for a leisurely stroll or picnicking on the lush, green grass. Quite simply, this is New York living on a more refined level. A level as rich in amenities and comforts as in location and convenience.<br /><br />Enter this amazing Penthouse and get surprised over all the light it can offer. Enjoy the spectacular water views right from your window. The Building offer amenities as, 24h doorman, Fitness center, Valet service, laundry on every floor and rooftop.<br /><br />To schedule a private viewing, please text Isabell Elfwing at 820-033-7298 or email: kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","Rector St.",40.7084,-74.0151,3100,"90 Rector St.","low",1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
1.0,0,"2016-04-06 04:49:28","Nestled just blocks from the 1,2,3 train and minutes from the B,C line, this building is an absolutely fantastic location.  Hip to singles and strollers alike, the Upper West Side boasts some of the best dining and shopping in the city. Getting downtown is easy, that is, if you can tear yourself away from the hotspots in your own ?hood.<br /><br />This bright studio has everything you need.  Ideal for Murphy bed configurations, the studio provides living space for someone who is on the go.  All new renovations and appliances fill out the decor.  Central Park views display out the windows from the comfort of a quiet home. Rent is net effective after one free month.<br /><br />Call Jeremy at 480-037-1420 or kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","W 75 St",40.7802,-73.98,2251,"166 W 75 St","medium",1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,3,"2016-04-16 01:02:45","Come view this nice 3 bedroom apartment in a Prime Williamsburg<br/>Great location and beautiful block,<br/>These all brand new development features nice modern amenities.<br/>stainless steel appliances, beautiful custom cabinetry and tile work,<br/>central heating and cooling system, shared outdoor space<br/>Laundry in the building<br/>Amazing lounge style shared backyard,  <br/>Situated in prime Williamsburg<br/>supply of shops, restaurants, and bars galore<br/>L train in a walking distance<br/>10 min from ManhattanWhile every effort has been made to ensure that the information regarding this listing is accurate and up to  date, we cannot guarantee or warrant the accuracy or completeness of the information provided. The information contained herein has been obtained through sources deemed reliable. Any information of special interest should be obtained through independent verification. ALL MEASUREMENTS ARE APPROXIMATE. This listing is subject to errors, omissions, change of price, rental or other conditions, prior sale, lease or financing, or withdrawal without notice.","Devoe St",40.7133,-73.9507,4445,"17 Devoe St","low",0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-19 06:13:40","STUNNING FLEX TWO BEDROOM APARTMENT LOCATED IN THE HEART OF MURRAY HILL. Near many great restaurants, bars, entertainment and major transportation. THIS IS A STEAL AND WILL NOT LAST.Great Location, 24 HR Doorman, Spacious Rooms, Tons of Sunlight, in house washer/dryer facility, flexing allowed.***LOW FEE<br /><br />FOR FURTHER INFORMATION AND EXCLUSIVE VIEWING PLEASE CONTACT MEYER OVADIA AT 753-396-6626 OR VIA EMAIL AT kagglemanager@renthop.com<br /><br />NOT WHAT YOU ARE LOOKING FOR? FEEL FREE TO CONTACT ME WITH ANY SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH.<br /><br /><p><a  website_redacted ","East 35th Street",40.7463,-73.9773,2950,"201 East 35th Street","medium",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-06-23 04:02:56","This gorgeous building is located In a wonderful neighborhood near both Morningside and Central park. Steps from the nearest trains making transportation quick and easy. Also steps away from NYC's Finest restaurants, nightlife venues and bars.<br /><br />This beautiful apt has the modern amenities you would expect. Gorgeous kitchen with granite countertops, beautiful Stainless steel appliances, wooden cabinets. And even includes a flatscreen TV in the living area. Dont miss out on this rare offer!<br /><br />Interested? contact Unique Stewart @ phone 501-606-3449 or email kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","W 109 St.",40.8015,-73.9627,2750,"118 W 109 St.","low",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-30 02:39:54","Unique studio with large living area, galley kitchen and great renovations. The building even features a garden with a small pond and waterfall. Charming walk-up building. Contact for an immediate showing. <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 53 Street",40.7559,-73.9658,1950,"338 E 53 Street","medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,3,"2016-04-25 04:57:11","","38th Street",40.7735,-73.9065,3750,"21-81 38th Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,2,"2016-06-19 15:07:50","This bright 2 BR unit offers stunning city views, as well as stainless steel appliances, hardwood floors, and a great living space. The perfect combination of prime location and modern luxury.

Building amenities include a 24 hour doorman, fitness center, swimming pool, roof deck and lounge room. Housekeeping + Dry-cleaning services available.
","Spruce Street",40.711,-74.0051,8300,"Spruce Street","low",1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,3,"2016-04-19 05:27:25","This is a Brand New, Gut Renovated 3 Bedroom Duplex w/ Washer & Dryer and a Large Private Roof Deck featuring:Ebony Hardwood FloorsRecessed LightingCarrara Marble Counter-topsBrand New Stainless Steel AppliancesEspresso cabinetsCrown and Baseboard MoldingsLuxury Bathroom w/ intricate mosaic tile-workThis apartment features an in-unit Premium Bosch Washer & Dryer!This apartment features a Large Private Roof Deck!NOW OFFERING: 1 Month Free and No Fee (Net effective price advertised. Gross rent $6500)<br /><br />For a viewing, please contact:Mike Lee Licensed Real Estate AgentM: 603-814-6240Email: kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","W 19th St",40.7448,-74.0052,6000,"446 W 19th St","medium",0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,2,"2016-04-06 03:21:10","Actual Photos! .JUST IN TODAY!Windowed bedroom can also fit a queen bed. The 2nd bedroom is full with no window. The living-room is between them. The eat in kitchen area is the first room when you walk into the unit. Bond New York Properties offers a variety of exclusive apartments throughout Manhattan that Can definitely match your expectations. Call or Email to arrange an appointment. Contact David M. Cohen 182-721-4456 Or Email Dcohen@bondnewyork. Bond New York is a real estate broker that supports equal housing opportunity.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","First Avenue",40.7803,-73.9465,2495,"1764 First Avenue","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,"2016-04-13 03:52:30","        ","Water Street",40.7032,-73.9914,5580,"60 Water Street","low",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-21 05:24:28","* Rego Park * Forest HillsJust a walk away from major subway lines making it an easy commute to the city!! Fully Renovated Huge 1 Bedroom 1 Bathroom with plentiful sunlight!. Extremely spacious unit featuring beautiful hardwood floors, and excess closet space, and all white appliances. Heat, Hot Water Included And Cooking Gas Included.Live In Super,Elevator Building With 24 hr Laundry Room,Indoor Parking Available For Rent,PETS OK CASE BY CASE*GUARANTORS ARE WELCOME*<br /><br />Contact Information:Giselle EstrellaExclusive AgentHillel Realty GroupC:359-620-0048Email: kagglemanager@renthop.com unit will go quick. Call NOW!Call, Text or Email to schedule your private viewing. This unit will go fast!<br /><br /><br /><br /><p><a  website_redacted ","64th Ave.",40.7393,-73.8263,2000,"99-60 64th Ave.","low",1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-21 05:50:20","This prestigious large newly renovated sun drenched 1 Bedroom & 1 Bathroom apartment you will be proud to show off in Manhattan?s desirable Upper East Side.  You will just love this exquisite apartment with a washer & dryer, crown and baseboard moldings, modern kitchen with new stainless steel appliances and dishwasher, updated bathroom, ample closet space with shelving, high ceilings and polished hardwood floors.  Transportation, great shopping, restaurants, cafes, bistros, bars & great night life are right outside your door.  <br /><br />To schedule a private viewing, call/text Robin 785-779-0550 or email kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","East 74th Street",40.7689,-73.9548,3200,"400 East 74th Street","low",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,"2016-04-18 03:29:33","<![CDATA[3 bedrooms, 3000, Greenpoint<br /><br />4-Story Walkup, Prime<ul><li>The B48 bus picks up on the next corner</li></ul> <br /><br /><b>Please ask about this apartment by ID number</b>: 643239]]>","Sutton Street",40.7252,-73.9408,3000,"67 Sutton Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,5,"2016-04-13 02:37:41","This gigantic 2400square foot loft boasts endless sunlight from a wall of double-height windows, FIVE QUEEN/KING BEDROOMS, TWO FULL BATHS, an enormous livingroom, mountain-high ceilings, a WASHER + DRYER, dishwasher and breakfast bar in a newly renovated building. Located in the best spot in town near A/C/J/R/Z/2/3/4/5 trains, Urban Outfitters, Zara and the new Nobu flagship restaurant. Call or email me for a viewing and to find your dream home.<br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","John Street",40.7098,-74.0091,9000,"12 John Street","low",1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0,"2016-04-08 05:27:00","Beautifully renovated and sunny studio in the heart of Murray Hill! This apartment is equipped with brand new hardwood floors, a stainless steel kitchen with granite countertops and large windows with great sunlight. The building has a live-in super and is a wonderfully maintained elevator building. Situated amongst renowned restaurants, nightlife and transportation, this unit is a must-see!Laundry in building & Live In-Super<br /><br />To schedule a viewing, please contact Sean @ 882-655-2114<br /><br /><br /><br /><p><a  website_redacted ","East 37th Street",40.7476,-73.976,2395,"207 East 37th Street","low",1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-06 04:46:46","Boutique Luxury Building Located in the heart of Chelsea, close to the High Line, Quiet Tree lined block. Doorman 24/7, Gym and Lounge area free to use 24/7!! Landscaped Roof Sun-deck with Gorgeous Views. Laundry on Premises.<br /><br />Designer Apartment features -- 2 bedroom Flex, Marble Bath. Gourmet Granite Kitchens with stainless steel appliances. Floor-to-Ceiling Windows with Scenic Views!! Polished Premium Oak Floors. Walk in closet for each bedroom.<br /><br />***FOR A PRIVATE VIEWING CONTACT LANA ANYTIME AND ANY DAY ***FEEL FREE TO CALL/TEXT/EMAIL **CELL:121-690-6327 -E-mail: kagglemanager@renthop.com ***I COVER ALL THE NO FEE BUILDINGS IN THIS AREA<br /><br /><p><a  website_redacted ","W 20 St.",40.7456,-74.0053,3495,"460 W 20 St.","medium",1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-13 02:25:38","all about location here! 4th floor wing2-bedroom home with updated kitchen and bath - kitchen has recently installed appliances with new counter tops and cabinets - great amount of storage. two wing bedrooms are equal size and will fit double or full sized mattresses best. #prime#evillage area - close to trains, bars, restaurants and major institutions - #nyu #parsons #cooperunion #newschool  Call or text Kyle to view - ***713-739-9359** kagglemanager@renthop.com @agentkylecheng<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 7 Street",40.7282,-73.9892,2500,"32 E 7 Street","high",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-22 03:47:00","Call, Email, Text or Smoke signal SHAUN to schedule an Appointment SHAUN 531-464-4854| kagglemanager@renthop.com: Saint Nicholas and 138th StNear B/C TrainsAPARTMENT: *Sunfilled Studio*Elevator Building *Pet Friendly*Near The Edge, Manhattanville Coffee, Ponty Bistro and heaps more**Photos of sister unit while this unit gets ready to rock your world**-I WORK WITH A CAR so we can see several apartments in style. If this apartment is not your cup of tea, No worries! I can show you EVERYTHING listed on the Bohemia website. Lets chat and Ill help you find The One #YoureTheOneThatIWantNew to Renting in NYC or Need a Brushup?Watch my Ridiculous yet Informative Video |Renting In NYC 101| on Youtube #NailingItCLICK or PASTE LINK:  website_redacted am showing everyday, contact me today to see it for yourself before it is gone. With a 1% vacancy rate in NYC this will fly off the market fast.  #RunForrestRunCall/Text/Email SHAUN: 531-464-4854 |kagglemanager@renthop.com Get Social! -Instagram/Twitter @ShaunCrossman-Facebook.com/ShaunMCrossman","West 138 St.",40.8193,-73.9466,1700,"337 West 138 St.","low",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-07 16:12:44","Absolutely incredible 1 Bedroom in Murray Hill with stainless steel appliances. Fully Gut Renovated with new hardwood floors, high ceilings with recessed lighting, good closet space, Queen size bedroom and windowed marble bath. Laundry on site. Super convenient location one block to NYU Medical School and Dental School. Contact Daniel for your private viewing.","228 East 26th Street",40.7399,-73.9805,2400,"228 East 26th Street","high",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-17 03:21:38","Perfect West Village Studio, Marble Bath+ Granite Kitchen<br /><br />Call or email Ivo for an exclusive showing of this and many more listings in NYC. <br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Jones Street",40.732,-74.0019,2675,"8 Jones Street","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1,"2016-04-29 06:26:06","***Large Sunny 1 bedroom & 1 Bath *** This apartment just hit the market!!! Super insane deal!!! Apartment features: -sun drenched apartment - modern appliances - great space - freshly tiled bathroom - polished hardwood flooring For immediate viewing contact Nicoletta 449-593-7152 anytime!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Greenwich Avenue",40.7344,-74.0001,3650,"17 Greenwich Avenue","low",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-26 05:36:43","Hell's kitchen 2  bedroom ,2 bathroom  brand new renovation in a great clean building near transportation and entertainment and shops<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","9th Avenue",40.7639,-73.98899999999999,4025,"747 9th Avenue","low",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-06-10 05:09:10","Contact Jean-Francois at 815-681-4895 to schedule a viewing today.<br><br>This bright and serene studio features large windows, an open kitchen, high ceilings, and central air conditioning!<br><br>Close to NYU, in the heart of Greenwich Village, 160 Bleecker Street offers a full-time doorman, live-in superintendent, elevators, and 2 laundry rooms on every floor.<br><br>Easy and fast application process -- no board approval required!","Bleecker Street",40.7285,-74.0,2850,"160 Bleecker Street","low",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,3,"2016-04-10 01:38:13","Set on a classic, quiet residential block in booming Crown Heights, Brooklyn, this charming redbrick pre-war building has just been completely gut-renovated. Its 12 spacious residences, all two- and three-bedrooms, combine historic New York charm with stylish modern finishes.<br /><br />Each apartment enjoys an abundance of natural light, complementing the high ceilings and beautiful 5&quot;-wide oak floors. Gourmet kitchens are outfitted with stainless steel appliances and Ceaserstone countertops; bedrooms are all large; central air and heat runs throughout. Residents have access to on-site amenities that include a common outdoor space, bike storage, laundry room, storage lockers and a gym.<br /><br />A chance to rent in one of Brooklyn's most rapidly developing neighborhoods, lovely tree-lined Eastern Parkway, which feeds directly into nearby Prospect Park, is around the corner. The 21-acre Lincoln Terrace Park-featuring tennis and basketball courts, lush landscaping and more-is just a few steps away. The 3 and 4 trains stop a few short blocks away at the Utica Avenue express stop, providing easy transportation throughout Brooklyn and Manhattan.<br /><br />Rents are net effective based on 13 month lease with one month free","Lincoln Place",40.6695,-73.9234,1846,"1605 Lincoln Place","high",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-02 05:56:06","*LOW FEE UNIT* Prime Location in Gramercy Park!!! Close to bars,restaurants,coffee shops, gourmet bakeries and everything else you need or want. Quiet tree lined block.Building Amenities and Services?Elevator?Laundry?A newly renovated lobby ?An assigned-space parking garage, accessible 24/7 ?An in-house superintendent<br /><br />Fantastic large studio. Plenty of natural light. Brand new hard wood floors. Flawless marble bathroom .Stainless steel full appliances including dishwasher. Closet space. A must see!!! ***LOW FEE UNIT***<br /><br />L at 1st Av 6 at 23rd St NR at 23rd St L,N,Q,R,4,5,6 at 14th St-Union Square<br /><br />CALL NOW(896-963-5776<p><a  website_redacted ","E 21st St",40.7364,-73.9809,2000,"315 E 21st St","high",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-27 02:54:36","**No Fee:**Bright / Sunny Studio w/ Loft / Prime West Village!! **The Winter Deals Are Here!  Take advantage now & Secure Your Next Home In The West Village!!This Studio is Renovated And Just 1 Flight Up!!!Other Features Include:   Beautiful Re-Finished Hardwood Floors throughout!  Marble Bathroom!   New Stainless Steel Appliances & Granite Counter tops!  And The Apartment is Flooded w/ Natural Light!!  This Studio features a loft as well - Great for your Bed or Keep it for Storage!!<br /><br />This apartment is just one flight up in a well maintained building on a beautiful and historic West Village block.  Professional building manager on / call 24/7.<br /><br />Love Where You Live!  Located in the Heart of the West Village, your neighborhood has it all!  Close to some of NYC's best cafes, restaurants, shopping, gyms and more!   You are minutes to:  A C E 1 2 3 L F M Subway lines !!!   The West Village features some of NYC's best bike lanes as well!<br /><br />Come home to this charming and beautiful studio in the West Village!  Call / txt / email me for more information or to book an appointment. If this is not the perfect apartment for you - I am happy to assist in your search.  I have many great listings.  Ask about my downtown shortlist!  My name is Anthony - I look forward to hearing from you.<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ","Hudson Street",40.7359,-74.0062,2595,"569 Hudson Street","medium",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,3,"2016-04-28 02:48:40","NO FEE!!!!!!EXCLUSIVE PENTHOUSE UNIT W/ OUTDOOR SPACELUXURY DOORMAN BUILDINGELEVATOR MODERN RENOVATIONGUT RENOVATIONNO FEELOTS OF CLOSET SPACEHUGE LIVING ROOMSTAINLESS STEEL APPLIANCES<br /><br />NO FEE!!!!!!!!!!NO FEE!!!!!!Call, text, or email Danilo TODAY to schedule an immediate viewing and get the latest news on the most recent listings and market data! We will work with you to the end and make sure you find the property you're looking for. Come have a sit down with us at our office and we'll get you into all available units in manhattan fitting your needs! DONT WAIT!<br /><br /><br /><br /><p><a  website_redacted ","E 55 St",40.7564,-73.9631,8540,"412 E 55 St","low",1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
1.0,1,"2016-06-02 01:11:31","AMAZING ONE bed in MURRAY HILL prime! This beautiful 1 bedroom unit has been completely renovated to include a granite kitchen with stainless steel appliances including dishwasher, marble bathroom and features exposed brick and hardwood flooring. ","East 35th Street",40.7447,-73.9741,2595,"326 East 35th Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,3,"2016-04-16 04:42:37","        Check Out This Two Family Brick Attached Townhouse! Apartment On The Second And Third Floor. Features Include Living Room, Dining Area, Kitchen, 1/2 Bath, Three Bedrooms, And Backyard. Convenient Location. Close To All! Call Yvonne 501-606-3449","Eliot Ave",40.7282,-73.8733,1900,"85-03 Eliot Ave","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
